standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36
C=C(C)C1=CC=C(C)CC1,18368-95-1,4P///wAEAAALAAAAAHh4tQGE7mEADKiAeNI=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""193987944"": [[9, 2], [8, 2]], ""614176451"": [[1, 1], [6, 1], [3, 1]], ""964846268"": [[3, 2]], ""2059618198"": [[6, 2]], ""2208402979"": [[1, 2]], ""2794908075"": [[5, 2], [4, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[8, 1], [9, 1]], ""3766532953"": [[4, 1], [5, 1]]}",Solvent,Lem,Aromatic,Lemon,Minty,Vegetation,Fruity,Plants,Terpenes,Hydrocarbo,Non-food items,Resinous,Grassy,Pine,Herbaceous,Woody,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,
C=C(C)C1C=C2C(C)CCC2C(C)CC1,22567-17-5,4P///wAEAAAPAAAAAHhWIKK5AOkAmnyOGE4wfIxA,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""193992059"": [[8, 2], [14, 2], [13, 2], [9, 2]], ""614176388"": [[6, 1], [11, 1], [3, 1], [10, 1]], ""614176451"": [[1, 1], [5, 1]], ""1016848139"": [[3, 2]], ""1335794496"": [[4, 2]], ""2208667190"": [[1, 2]], ""2819051724"": [[6, 2]], ""2824030313"": [[11, 2]], ""3205495869"": [[2, 1], [7, 1], [12, 1]], ""3205495930"": [[0, 1]], ""3570554847"": [[10, 2]], ""3618527128"": [[5, 2]], ""3766532888"": [[8, 1], [9, 1], [13, 1], [14, 1]], ""3766532953"": [[4, 1]]}",Mol,Musty,Pungent,Sharp,Resinous,Earthy,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC(C)(O)CC1,7212-40-0/22771-44-4,4P///wAEAAARAAAAAARaFmQSAQLkjpp8jhhCGiB9AAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""3"": [[8, 0]], ""25354056"": [[6, 2]], ""193992059"": [[10, 2]], ""195736378"": [[4, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1]], ""1016848139"": [[3, 2]], ""2208667190"": [[1, 2]], ""2390926448"": [[5, 2]], ""2407446577"": [[9, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[8, 1]], ""3208849902"": [[6, 1]], ""3766532888"": [[9, 1], [10, 1]], ""3766532953"": [[4, 1], [5, 1]]}",Lem,Sweet,Fresh,Terpenes,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC(C)=CC1,21195-59-5,4P///wAEAAAOAAAAAHh4WrZMKQKafI4YQjweWQA=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""193988868"": [[9, 2]], ""195724137"": [[5, 2]], ""195736378"": [[4, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016848139"": [[3, 2]], ""2059826344"": [[6, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[8, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[9, 1]], ""3766532953"": [[4, 1], [5, 1], [8, 1]]}",Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC2=CC(=O)CC(C)C2(C)C1,5090-63-1,4P///wAEAAAWAAAAAAIqSHjhAxZoApp8CjpGCA5CPB5oTmIO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""2"": [[9, 0]], ""195724137"": [[5, 2]], ""195736378"": [[4, 2]], ""614176388"": [[11, 1], [3, 1]], ""614176451"": [[1, 1], [6, 1]], ""614176457"": [[8, 1]], ""684899230"": [[15, 2]], ""1016848139"": [[3, 2]], ""1334060596"": [[10, 2]], ""1335814655"": [[7, 2]], ""2208667190"": [[1, 2]], ""2826534631"": [[11, 2]], ""2949370640"": [[6, 2]], ""3021553606"": [[8, 2]], ""3205495869"": [[2, 1], [12, 1], [14, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[9, 1]], ""3208849907"": [[13, 1]], ""3766532888"": [[10, 1], [15, 1]], ""3766532953"": [[4, 1], [5, 1], [7, 1]], ""3805406232"": [[13, 2]]}",Lemon,Sweet,Fruity,Nature,Citrus,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC(=O)C2(C)OC2C1,33204-74-9/18383-49-8,4P///wAEAAAUAAAAAAJ0eIIYDGEClAKaCnAKVkRCMK6YDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [10, 0], [11, 0]], ""2"": [[6, 0], [9, 0]], ""614176388"": [[3, 1]], ""614176394"": [[10, 1]], ""614176451"": [[1, 1]], ""614176457"": [[5, 1]], ""1016846544"": [[3, 2]], ""1334060596"": [[4, 2]], ""1334060789"": [[11, 2]], ""2208667190"": [[1, 2]], ""2377783123"": [[5, 2]], ""2930330812"": [[10, 2]], ""3205495869"": [[2, 1], [8, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[6, 1]], ""3208849897"": [[7, 1]], ""3683821769"": [[9, 2]], ""3706872747"": [[7, 2]], ""3766532888"": [[4, 1], [11, 1]], ""3768571706"": [[9, 1]]}",Spices,Sweet,Food,Minty,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(=O)C1,8008-79-5/2244-16-8/6485-40-1,4P///wAEAAARAAAAAAJ0eKpmTHjWvgKafAqcgHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0]], ""2"": [[9, 0]], ""193988868"": [[4, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""614176457"": [[8, 1]], ""1016846544"": [[3, 2]], ""1334060596"": [[10, 2]], ""1512361428"": [[8, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""2907709800"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[9, 1]], ""3766532888"": [[4, 1], [10, 1]], ""3766532953"": [[5, 1]]}",Spices,Aromatic,Food,Minty,Sweet,Fruity,Vegetation,Bakery,Green,Resinous,Herbaceous,Woody,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(O)C1,99-48-9/1197-07-5/2102-59-2,4P///wAEAAARAAAAAARyeKpmTCkCmiRWMDooEIB9AAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0]], ""3"": [[9, 0]], ""193988868"": [[4, 2]], ""614176388"": [[3, 1]], ""614176407"": [[8, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016846544"": [[3, 2]], ""1334060794"": [[10, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""2907969244"": [[6, 2]], ""2949327631"": [[8, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[9, 1]], ""3766532888"": [[4, 1], [10, 1]], ""3766532953"": [[5, 1]]}",Solvent,Spices,Aromatic,Food,Fresh,Fuel,Minty,Sweet,Vegetation,Hydrocarbo,Chemical,Resinous,Gas Station,Herbaceous,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(OC(=O)CC)C1,97-45-0,4P///wAEAAAVAAAAAAJ0agyqWAxMNrkBdiIKcGJEQioQeQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0], [12, 0], [13, 0], [14, 0]], ""2"": [[9, 0], [11, 0]], ""193988868"": [[4, 2]], ""614173298"": [[10, 1]], ""614176388"": [[3, 1]], ""614176394"": [[8, 1]], ""614176451"": [[1, 1], [6, 1]], ""679236723"": [[12, 2]], ""1016846544"": [[3, 2]], ""1062834503"": [[8, 2]], ""1334060789"": [[14, 2]], ""1924488016"": [[9, 2]], ""2123333315"": [[10, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""2908092669"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1], [13, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3766532888"": [[4, 1], [12, 1], [14, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[9, 1]]}",Nature,Sweet,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(OC(C)=O)C1,97-42-7,4P///wAEAAAVAAAAAAJ0eKpYDEw2uQF2IgpwYkRCKhDMbg4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0], [11, 0], [13, 0]], ""2"": [[9, 0], [12, 0]], ""193988868"": [[4, 2]], ""614173298"": [[10, 1]], ""614176388"": [[3, 1]], ""614176394"": [[8, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016846544"": [[3, 2]], ""1062834503"": [[8, 2]], ""1334060789"": [[13, 2]], ""1924488016"": [[9, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""2908092669"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1], [11, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[12, 1]], ""3515543488"": [[10, 2]], ""3766532888"": [[4, 1], [13, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[9, 1]]}",Aromatic,Lemon,Minty,Sharp,Fruity,Pungent,Sweet,Vegetation,Green,Nature,Resinous,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)CC1,5989-54-8/5989-27-5/138-86-3,4P///wAEAAAOAAAAAHh4qmZMeCTpAJp8qIB40g==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""193987944"": [[8, 2]], ""193988868"": [[4, 2]], ""193992059"": [[9, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016846544"": [[3, 2]], ""2059618198"": [[6, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[4, 1], [8, 1], [9, 1]], ""3766532953"": [[5, 1]]}",Spices,Lemon,Terpenes,Non-citrus fruity,Grassy,Herbaceous,Hydrocar,Sweet,Fresh,Vegetation,Fruity,Hydrocarbo,Non-food items,Medicinal,Citrus,Gas Station,Vegetables,Fragrant,Lem,Aromatic,Fuel,Chemical,Resinous,Solvent,Phenolic,Minty,Pine,Oriental,Other,Woody,,,,,,
C=C(C)C1CC=C(C2OCC(C)O2)CC1,121199-28-8,4P///wAEAAAYAAAAAAJ0Pg4oqmZMeCTdAARuBiIKZggQlhomPJkA,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0], [11, 0], [13, 0], [14, 0]], ""2"": [[8, 0], [12, 0]], ""174871244"": [[9, 2]], ""193987944"": [[13, 2]], ""193988868"": [[4, 2]], ""193992059"": [[14, 2]], ""614173235"": [[7, 1]], ""614176388"": [[3, 1]], ""614176394"": [[10, 1]], ""614176451"": [[1, 1], [6, 1]], ""967596125"": [[6, 2]], ""1016846544"": [[3, 2]], ""1051287154"": [[8, 2]], ""1924491886"": [[12, 2]], ""2121767614"": [[10, 2]], ""2208667190"": [[1, 2]], ""2794852651"": [[5, 2]], ""3205495869"": [[2, 1], [11, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[4, 1], [13, 1], [14, 1]], ""3766532902"": [[9, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[8, 1], [12, 1]], ""4067678309"": [[7, 2]]}",Spices,Aromatic,Food,Vegetation,Resinous,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C=O)CC1,18031-40-8/2111-75-3,4P///wAEAAASAAAAAAJUHniqZkx4JBLBAJp8qIAaQQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[8, 0]], ""193987944"": [[9, 2]], ""193988868"": [[4, 2]], ""193992059"": [[10, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""672818221"": [[7, 2]], ""1016846544"": [[3, 2]], ""2208667190"": [[1, 2]], ""2525197701"": [[6, 2]], ""2794852651"": [[5, 2]], ""3205495869"": [[2, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[8, 1]], ""3766532888"": [[4, 1], [9, 1], [10, 1]], ""3766532953"": [[5, 1]], ""3766532967"": [[7, 1]]}",Spices,Food,Lemon,Pungent,Sharp,Terpenes,Non-citrus fruity,Green,Grassy,Herbaceous,Foul,Pine,Sweet,Fresh,Vegetation,Fruity,Non-food items,Sickening,Citrus,Vegetables,Fragrant,Lem,Aromatic,Resinous,Cleaning materials,Nose Feel,Woody,,,,,,,,,
C=C(C)C1CC=C(CO)CC1,536-59-4/18457-55-1,4P///wAEAAASAAAAAARyeHwsZkx4JPZ8mnyoGGZ9AAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""3"": [[8, 0]], ""193987944"": [[9, 2]], ""193988868"": [[4, 2]], ""193992059"": [[10, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""679233721"": [[7, 2]], ""1016846544"": [[3, 2]], ""2208667190"": [[1, 2]], ""2525143543"": [[6, 2]], ""2794852651"": [[5, 2]], ""3205495869"": [[2, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[8, 1]], ""3766532888"": [[4, 1], [9, 1], [10, 1]], ""3766532901"": [[7, 1]], ""3766532953"": [[5, 1]]}",Floral,Spices,Aromatic,Food,Minty,Sweet,Fruity,Non-citrus fruity,Waxy,Green,Nature,Resinous,Citrus,Grassy,Woody,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(COC(C)=O)CC1,15111-96-3,4P///wAEAAAWAAAAAAJ0eKpmTHgAItUACHYifKgaCho8zG4O,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0], [12, 0], [13, 0]], ""2"": [[8, 0], [11, 0]], ""174876009"": [[7, 2]], ""193987944"": [[12, 2]], ""193988868"": [[4, 2]], ""193992059"": [[13, 2]], ""614173298"": [[9, 1]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016846544"": [[3, 2]], ""1051266860"": [[8, 2]], ""2208667190"": [[1, 2]], ""2525146673"": [[6, 2]], ""2794852651"": [[5, 2]], ""3205495869"": [[2, 1], [10, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3515543488"": [[9, 2]], ""3766532888"": [[4, 1], [12, 1], [13, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[8, 1]]}",Sweet,Fruity,Nature,Resinous,Grassy,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)C(O)C1,1946-00-5,4P///wAEAAARAAAAAARaFnhiRqkA5C5emiRWbDqBAQw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [11, 0]], ""3"": [[8, 0], [10, 0]], ""193992059"": [[4, 2]], ""614176388"": [[3, 1]], ""614176407"": [[9, 1]], ""614176451"": [[1, 1]], ""1016846544"": [[3, 2]], ""1334060794"": [[11, 2]], ""2208667190"": [[1, 2]], ""2407446577"": [[5, 2]], ""2931869868"": [[9, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[8, 1], [10, 1]], ""3208849902"": [[6, 1]], ""3209730566"": [[6, 2]], ""3766532888"": [[4, 1], [5, 1], [11, 1]]}",Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)C1C,72402-00-7,4P///wAEAAAPAAAAAARaFngBAuSOmAB8qOkAFjIM,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""3"": [[8, 0]], ""193992059"": [[4, 2]], ""614176388"": [[3, 1], [9, 1]], ""614176451"": [[1, 1]], ""2208667190"": [[1, 2]], ""2366756483"": [[9, 2]], ""2407446577"": [[5, 2]], ""3193287635"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1], [10, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[8, 1]], ""3208849902"": [[6, 1]], ""3570554847"": [[3, 2]], ""3766532888"": [[4, 1], [5, 1]]}",Spices,Lemon,Food,Minty,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)CC1,138-87-4,4P///wAEAAAOAAAAAARaFniqqQDkjpp8giSBAQw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""3"": [[8, 0]], ""25352965"": [[6, 2]], ""193992059"": [[4, 2], [10, 2]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1]], ""1016846544"": [[3, 2]], ""2208667190"": [[1, 2]], ""2407446577"": [[5, 2], [9, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[8, 1]], ""3208849902"": [[6, 1]], ""3766532888"": [[4, 1], [5, 1], [9, 1], [10, 1]]}",Mol,Musty,Pungent,Sharp,Sickening,Resinous,Earthy,Grassy,Nose Feel,Foul,Woody,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(OC(C)=O)C1C,94346-09-5,4P///wAEAAATAAAAAAJ0eAECLKyYdiIObHA2QhUAPCYIDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0], [12, 0], [13, 0]], ""2"": [[8, 0], [11, 0]], ""193992059"": [[4, 2]], ""614173298"": [[9, 1]], ""614176388"": [[3, 1], [12, 1]], ""614176451"": [[1, 1]], ""1040830866"": [[6, 2]], ""2208667190"": [[1, 2]], ""2366756492"": [[12, 2]], ""2407446268"": [[5, 2]], ""3205495869"": [[2, 1], [7, 1], [10, 1], [13, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[11, 1]], ""3208849897"": [[6, 1]], ""3515543488"": [[9, 2]], ""3570554847"": [[3, 2]], ""3681271795"": [[8, 2]], ""3766532888"": [[4, 1], [5, 1]], ""3768571706"": [[8, 1]]}",Aromatic,Sweet,Vegetation,Plants,Resinous,Grassy,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)=C(OO)C1,94268-57-2,4P///wAEAAATAAAAAAIAFlp4hCRdACRBAFKCFnwAptx+cA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [11, 0]], ""2"": [[9, 0]], ""3"": [[10, 0]], ""193987944"": [[5, 2]], ""193992059"": [[4, 2]], ""614173304"": [[8, 1]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1]], ""1016846544"": [[3, 2]], ""1054845117"": [[6, 2]], ""1334000324"": [[11, 2]], ""2208667190"": [[1, 2]], ""2485702156"": [[8, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496711"": [[10, 1]], ""3677301775"": [[9, 2]], ""3766532888"": [[4, 1], [5, 1], [11, 1]], ""3768571847"": [[9, 1]]}",Plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,281-705-2,4P///wAEAAAXAAAAAAJ0agwJANQk7jJQAnIAIHyoGgoaisIqDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [15, 0], [17, 0], [18, 0]], ""2"": [[14, 0], [16, 0]], ""193987944"": [[5, 2]], ""193992059"": [[4, 2]], ""595278392"": [[10, 2]], ""614173298"": [[15, 1]], ""614176388"": [[3, 1]], ""614176451"": [[1, 1], [6, 1], [8, 1]], ""679236723"": [[17, 2]], ""684894733"": [[9, 2]], ""1051266860"": [[14, 2]], ""1054846848"": [[6, 2]], ""2123333315"": [[15, 2]], ""2208667190"": [[1, 2]], ""2400732413"": [[13, 2]], ""3205495869"": [[2, 1], [7, 1], [11, 1], [12, 1], [18, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[16, 1]], ""3208849907"": [[10, 1]], ""3571397602"": [[3, 2]], ""3766532888"": [[4, 1], [5, 1], [9, 1], [17, 1]], ""3766532902"": [[13, 1]], ""3768571706"": [[14, 1]], ""4256363123"": [[8, 2]]}",Ambrosial,Sweet,People & animals,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(=O)C1,6909-25-7/5948-04-09 00:00:00/5948-04--9/7764-50-3,4P///wAEAAAPAAAAAAIwQniqorDhAAKafAqcfQEO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0]], ""2"": [[9, 0]], ""193992059"": [[5, 2], [4, 2]], ""614176388"": [[6, 1], [3, 1]], ""614176451"": [[1, 1]], ""614176457"": [[8, 1]], ""1016846544"": [[3, 2]], ""1334060596"": [[10, 2]], ""1512111131"": [[8, 2]], ""2208667190"": [[1, 2]], ""2820646178"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[9, 1]], ""3766532888"": [[4, 1], [5, 1], [10, 1]]}",Lem,Aromatic,Lemon,Minty,Sweet,Vegetation,Terpenes,Bakery,Resinous,Grassy,Pine,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(O)C1,18675-35-9/619-01-2,4P///wAEAAAOAAAAAARyeKqpAMymmiRWbDqBAQw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0]], ""3"": [[9, 0]], ""193992059"": [[5, 2], [4, 2]], ""614176388"": [[6, 1], [3, 1]], ""614176407"": [[8, 1]], ""614176451"": [[1, 1]], ""1016846544"": [[3, 2]], ""1334060794"": [[10, 2]], ""2208667190"": [[1, 2]], ""2824551906"": [[6, 2]], ""2949152536"": [[8, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496825"": [[9, 1]], ""3766532888"": [[4, 1], [5, 1], [10, 1]]}",Spices,Aromatic,Lem,Food,Fresh,Lemon,Minty,Sweet,Terpenes,Vegetation,Resinous,Grassy,Pine,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(OC(C)=O)C1,20777-49-5,4P///wAEAAATAAAAAAJ0eCp+qQANAGx2IgpwYkRCKt5uDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0], [11, 0], [13, 0]], ""2"": [[9, 0], [12, 0]], ""193992059"": [[5, 2], [4, 2]], ""614173298"": [[10, 1]], ""614176388"": [[6, 1], [3, 1]], ""614176394"": [[8, 1]], ""614176451"": [[1, 1]], ""1016846544"": [[3, 2]], ""1060905104"": [[8, 2]], ""1334060789"": [[13, 2]], ""1924488016"": [[9, 2]], ""2208667190"": [[1, 2]], ""2824560127"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1], [11, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[12, 1]], ""3515543488"": [[10, 2]], ""3766532888"": [[4, 1], [5, 1], [13, 1]], ""3768571706"": [[9, 1]]}",Spices,Food,Terpenes,Green,Nature,Hydrocar,Sweet,Fruity,Medicinal,Vegetables,Fragrant,Floral,Lem,Chemical,Phenolic,Minty,Alcohol,Pine,Woody,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C1C=O,55253-28-6,4P///wAEAAAPAAAAAAJ0ViABAgkAbpp8qJwiyjAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""193992059"": [[5, 2], [4, 2]], ""614176388"": [[6, 1], [3, 1], [8, 1]], ""614176451"": [[1, 1]], ""672764414"": [[9, 2]], ""2208667190"": [[1, 2]], ""2824030313"": [[6, 2]], ""3205495869"": [[2, 1], [7, 1]], ""3205495930"": [[0, 1]], ""3205496824"": [[10, 1]], ""3570554847"": [[3, 2]], ""3570653049"": [[8, 2]], ""3766532888"": [[4, 1], [5, 1]], ""3766532967"": [[9, 1]]}",Aromatic,Sweet,Minty,Vegetation,Resinous,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,3691-12--1,4P///wAEAAANAAAAAHh4ogZdACTJAA54IHyonQE=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""193987944"": [[14, 2]], ""193992059"": [[5, 2], [4, 2], [13, 2]], ""614176388"": [[6, 1], [11, 1], [3, 1]], ""614176451"": [[1, 1], [9, 1], [8, 1]], ""1016846544"": [[3, 2]], ""1334060590"": [[10, 2]], ""2208667190"": [[1, 2]], ""2819051724"": [[11, 2], [6, 2]], ""3205495869"": [[2, 1], [7, 1], [12, 1]], ""3205495930"": [[0, 1]], ""3766532888"": [[4, 1], [5, 1], [13, 1], [10, 1], [14, 1]], ""4256363123"": [[8, 2], [9, 2]]}",Grassy,Balsamic,Resinous,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
