standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27
Cc1csc(C(C)C)n1,15679-13-7,4P///wAEAAAOAAAAAAYCbIp6OmkBHQEKwsEAiiIY,"{""0"": [[0, 0], [5, 0], [6, 0], [7, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0]], ""6"": [[8, 0]], ""269348063"": [[8, 2]], ""325938163"": [[1, 2]], ""594405818"": [[4, 1], [1, 1]], ""614176392"": [[5, 1]], ""2619009770"": [[4, 2]], ""3205495869"": [[6, 1], [7, 1]], ""3205496001"": [[0, 1]], ""3532241538"": [[3, 2], [2, 2]], ""3764335747"": [[8, 1]], ""3764344801"": [[2, 1], [3, 1]], ""3851489179"": [[5, 2]]}",Earthy,Sulphurous,Green,Coffee,Moldy,Root,Vegetable,Fruity,Musty,Tropical,Nutty,Peach,Meaty,Alliaceous,,,,,,,,,,,,,
Cc1csc(C)n1,541-58-2,4P///wAEAAAKAAAAAAYC+Ho6aQEdAXkDIhg=,"{""0"": [[0, 0], [5, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0]], ""6"": [[6, 0]], ""269348063"": [[6, 2]], ""325938163"": [[1, 2], [4, 2]], ""594405818"": [[4, 1], [1, 1]], ""3205496001"": [[0, 1], [5, 1]], ""3532241538"": [[3, 2], [2, 2]], ""3764335747"": [[6, 1]], ""3764344801"": [[2, 1], [3, 1]]}",Rubbery,Roasted,Beefy,Coffee,Moldy,Barley,Tea,Musty,Meaty,,,,,,,,,,,,,,,,,,
Cc1cscn1,693-95-8,4P///wAEAAANAAAAAAYC+HrhAU0AZi4VAoAiBhA=,"{""0"": [[0, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0]], ""6"": [[5, 0]], ""325938163"": [[1, 2]], ""594405818"": [[1, 1]], ""1230564256"": [[3, 2]], ""1251070542"": [[4, 2]], ""3205496001"": [[0, 1]], ""3514530458"": [[5, 2]], ""3532241538"": [[2, 2]], ""3764335747"": [[5, 1]], ""3764344801"": [[2, 1], [3, 1]], ""3764344823"": [[4, 1]]}",Ripe,Roasted,Meaty,Vegetable,Tomato,Tropical,Nutty,Green,Alliaceous,,,,,,,,,,,,,,,,,,
Cc1nc(C)c(C)nc1C,1124-11-4,4P///wAEAAAIAAAAAAYC+HoAOGkBFQc=,"{""0"": [[0, 0], [4, 0], [6, 0], [9, 0]], ""4"": [[1, 0], [3, 0], [5, 0], [8, 0]], ""6"": [[2, 0], [7, 0]], ""269348063"": [[2, 2], [7, 2]], ""594405818"": [[3, 1], [5, 1], [1, 1], [8, 1]], ""3205496001"": [[0, 1], [4, 1], [6, 1], [9, 1]], ""3764335747"": [[2, 1], [7, 1]], ""3982372034"": [[3, 2], [5, 2], [1, 2], [8, 2]]}",Earthy,Lard,Burnt,Cocoa,Coffee,Chocolate,Brown,Moldy,Dry,Vanilla,Musty,Nutty,,,,,,,,,,,,,,,
Cc1nc(C)c(C)o1,20662-84-4,4P///wAEAAANAAAAAAYC5BJ6OjEBGpUEPMIiGA==,"{""0"": [[0, 0], [4, 0], [6, 0]], ""4"": [[1, 0], [3, 0], [5, 0], [7, 0]], ""6"": [[2, 0]], ""269348063"": [[2, 2]], ""325938163"": [[1, 2]], ""594405804"": [[5, 1]], ""594405818"": [[3, 1], [1, 1]], ""767018105"": [[7, 2]], ""3205496001"": [[0, 1], [4, 1], [6, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[7, 1]], ""3977662304"": [[5, 2]], ""3982369663"": [[3, 2]]}",Wasabi,Fishy,Roasted,Beefy,Chocolate,Vegetable,Nutty,Sea,,,,,,,,,,,,,,,,,,,
Cc1nc(C)c(C)s1,13623-11-5,4P///wAEAAANAAAAAAYC5BJ6OjEBGpUEPMIiGA==,"{""0"": [[0, 0], [4, 0], [6, 0]], ""4"": [[1, 0], [3, 0], [5, 0], [7, 0]], ""6"": [[2, 0]], ""269348063"": [[2, 2]], ""325938163"": [[1, 2]], ""594405804"": [[5, 1]], ""594405818"": [[3, 1], [1, 1]], ""767018105"": [[7, 2]], ""3205496001"": [[0, 1], [4, 1], [6, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[7, 1]], ""3977662304"": [[5, 2]], ""3982369663"": [[3, 2]]}",Earthy,Cocoa,Coffee,Chocolate,Brown,Toasty,Herbal,Moldy,Musty,Hazelnut,Vegetable,Nutty,,,,,,,,,,,,,,,
Cc1nc(CC(C)C)oc1C,26131-91-9,4P///wAEAAASAAAAAAYCbHYSejoxARrlAA4IBH0AdjzCPA==,"{""0"": [[0, 0], [4, 0], [5, 0], [6, 0], [7, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [8, 0], [9, 0]], ""6"": [[2, 0]], ""269348063"": [[2, 2]], ""594405804"": [[9, 1]], ""594405818"": [[3, 1], [1, 1]], ""614176388"": [[5, 1]], ""767018105"": [[8, 2]], ""894540417"": [[5, 2]], ""1335225972"": [[3, 2]], ""1546721916"": [[4, 2]], ""3205495869"": [[6, 1], [7, 1]], ""3205496001"": [[0, 1], [10, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[8, 1]], ""3766532900"": [[4, 1]], ""3977662304"": [[9, 2]], ""3982369663"": [[1, 2]]}",Burnt,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CC(C)C)sc1C,53498-32-1,4P///wAEAAASAAAAAAYCbHYSejoxARrlAA4IBH0AdjzCPA==,"{""0"": [[0, 0], [4, 0], [5, 0], [6, 0], [7, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [8, 0], [9, 0]], ""6"": [[2, 0]], ""269348063"": [[2, 2]], ""594405804"": [[9, 1]], ""594405818"": [[3, 1], [1, 1]], ""614176388"": [[5, 1]], ""767018105"": [[8, 2]], ""894540417"": [[5, 2]], ""1335225972"": [[3, 2]], ""1546721916"": [[4, 2]], ""3205495869"": [[6, 1], [7, 1]], ""3205496001"": [[0, 1], [10, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[8, 1]], ""3766532900"": [[4, 1]], ""3977662304"": [[9, 2]], ""3982369663"": [[1, 2]]}",Earthy,Tomato,Rose,Savory,Bean,Vegetable,Musty,Geranium,Nutty,Green,,,,,,,,,,,,,,,,,
Cc1nc2c(nc1C)CCC2,38917-62-3,4P///wAEAAANAAAAAAYC+HoAOK4JALUCXhaBAHQ=,"{""0"": [[0, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [6, 0]], ""6"": [[2, 0], [5, 0]], ""269348063"": [[5, 2], [2, 2]], ""272445160"": [[8, 2], [10, 2]], ""594405818"": [[4, 1], [1, 1], [6, 1], [3, 1]], ""2380440517"": [[4, 2], [3, 2]], ""3205496001"": [[0, 1], [7, 1]], ""3764335747"": [[2, 1], [5, 1]], ""3766532888"": [[9, 1]], ""3766532900"": [[8, 1], [10, 1]], ""3982372034"": [[1, 2], [6, 2]], ""4203100471"": [[9, 2]]}",Earthy,Burnt,Roasted,Brown,Musty,Nutty,,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccccc2nc1C,2379-55-7,4P///wAEAAANAAAAAAYC+HoAnQBEKC5tAMEBZQA8,"{""0"": [[0, 0], [11, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0]], ""6"": [[2, 0], [9, 0]], ""594405818"": [[1, 1], [10, 1]], ""1230563926"": [[5, 2], [6, 2]], ""1492264298"": [[2, 2], [9, 2]], ""1541844807"": [[3, 1], [8, 1]], ""2460461453"": [[4, 2], [7, 2]], ""2849812898"": [[3, 2], [8, 2]], ""3205496001"": [[0, 1], [11, 1]], ""3764335747"": [[2, 1], [9, 1]], ""3764344801"": [[4, 1], [5, 1], [6, 1], [7, 1]], ""3982372034"": [[1, 2], [10, 2]]}",Earthy,Musty,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccccc2o1,95-21-6,4P///wAEAAARAAAAAAYC+HqhABAyWLZ+xrZgasYiGA==,"{""0"": [[0, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""6"": [[2, 0]], ""325938163"": [[1, 2]], ""594405818"": [[1, 1]], ""1230563926"": [[5, 2], [6, 2]], ""1492264298"": [[2, 2]], ""1510019862"": [[9, 2]], ""1541844807"": [[3, 1]], ""1541844861"": [[8, 1]], ""2460456307"": [[7, 2]], ""2460461453"": [[4, 2]], ""2851037718"": [[3, 2]], ""3044954810"": [[8, 2]], ""3205496001"": [[0, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1], [5, 1], [6, 1], [7, 1], [9, 1]]}",Almond,Earthy,Burnt,Powdery,Moldy,Phenolic,Vanilla,Musty,Capers,Meaty,Tobacco,,,,,,,,,,,,,,,,
Cc1ncc(CC(C)C)nc1C,54410-83-2,4P///wAEAAARAAAAAAYCbF4qegA4aQHGuggEKiUASQEQ,"{""0"": [[0, 0], [5, 0], [6, 0], [7, 0], [8, 0], [11, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [10, 0]], ""6"": [[2, 0], [9, 0]], ""269348063"": [[9, 2]], ""594405818"": [[4, 1], [1, 1], [10, 1]], ""614176388"": [[6, 1]], ""894540417"": [[6, 2]], ""1335225886"": [[4, 2]], ""1546721916"": [[5, 2]], ""3205495869"": [[7, 1], [8, 1]], ""3205496001"": [[0, 1], [11, 1]], ""3514530458"": [[2, 2]], ""3532616813"": [[3, 2]], ""3764335747"": [[2, 1], [9, 1]], ""3764344823"": [[3, 1]], ""3766532900"": [[5, 1]], ""3982372034"": [[1, 2], [10, 2]]}",Nutty,Green,Leafy,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc2c(n1)C(C)OC2,36267-77-3,4P///wAEAAAXAAAAAAICAmwgVBJ6UHgkqjYaCjQ0aBIRAjh9ABA=,"{""0"": [[0, 0], [7, 0], [8, 0], [10, 0]], ""2"": [[9, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0], [6, 0]], ""230137280"": [[1, 2]], ""269347918"": [[6, 2]], ""594405804"": [[4, 1]], ""594405818"": [[5, 1]], ""594405931"": [[1, 1]], ""614173237"": [[7, 1]], ""769583338"": [[5, 2]], ""1051223440"": [[9, 2]], ""1780633914"": [[10, 2]], ""2435444007"": [[7, 2]], ""3205495869"": [[8, 1]], ""3205496001"": [[0, 1]], ""3514507095"": [[2, 2]], ""3532616182"": [[3, 2]], ""3764335747"": [[2, 1], [6, 1]], ""3764344823"": [[3, 1]], ""3766523001"": [[10, 1]], ""3768571706"": [[9, 1]], ""4195059163"": [[4, 2]]}",Cereal,Corn,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc2c(n1)COC2,36267-74-0,4P///wAEAAAUAAAAAAICAo5UEnrw4hoKNDRoHQAZADi+fhA=,"{""0"": [[0, 0], [7, 0], [9, 0]], ""2"": [[8, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0], [6, 0]], ""230137280"": [[1, 2]], ""269347918"": [[6, 2]], ""594405804"": [[4, 1]], ""594405818"": [[5, 1]], ""594405931"": [[1, 1]], ""1090866867"": [[8, 2]], ""1780633914"": [[9, 2]], ""1780635575"": [[7, 2]], ""3205496001"": [[0, 1]], ""3352761011"": [[5, 2]], ""3514507095"": [[2, 2]], ""3532616182"": [[3, 2]], ""3764335747"": [[2, 1], [6, 1]], ""3764344823"": [[3, 1]], ""3766523001"": [[7, 1], [9, 1]], ""3768571706"": [[8, 1]], ""4195059163"": [[4, 2]]}",Sweet,Corn,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc2c(n1)CSC2,36267-71-7,4P///wAEAAAUAAAAAAICAo5UEnrw4hoKNDRoHQAZADi+fhA=,"{""0"": [[0, 0], [7, 0], [9, 0]], ""2"": [[8, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0], [6, 0]], ""230137280"": [[1, 2]], ""269347918"": [[6, 2]], ""594405804"": [[4, 1]], ""594405818"": [[5, 1]], ""594405931"": [[1, 1]], ""1090866867"": [[8, 2]], ""1780633914"": [[9, 2]], ""1780635575"": [[7, 2]], ""3205496001"": [[0, 1]], ""3352761011"": [[5, 2]], ""3514507095"": [[2, 2]], ""3532616182"": [[3, 2]], ""3764335747"": [[2, 1], [6, 1]], ""3764344823"": [[3, 1]], ""3766523001"": [[7, 1], [9, 1]], ""3768571706"": [[8, 1]], ""4195059163"": [[4, 2]]}",Corn,Roasted,Taco,Toasty,Nutty,,,,,,,,,,,,,,,,,,,,,,
Cc1nccnc1C,5910-89-4,4P///wAEAAAKAAAAAAYC+HoA3QFlAIpxAxA=,"{""0"": [[0, 0], [7, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [6, 0]], ""6"": [[2, 0], [5, 0]], ""594405818"": [[1, 1], [6, 1]], ""1251070548"": [[3, 2], [4, 2]], ""3205496001"": [[0, 1], [7, 1]], ""3514530458"": [[2, 2], [5, 2]], ""3764335747"": [[2, 1], [5, 1]], ""3764344823"": [[3, 1], [4, 1]], ""3982372034"": [[1, 2], [6, 2]]}",Almond,Earthy,Potato,Cocoa,Caramel,Green,Buttery,Baked potato,Roasted,Coffee,Baked,Moldy,Peanut,Musty,Nutty,Meaty,Walnut,,,,,,,,,,
Cc1nccnc1C(C)C,15986-81-9,4P///wAEAAAOAAAAAAYCbIp6AN0BroJmIgECthA=,"{""0"": [[0, 0], [7, 0], [8, 0], [9, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [6, 0]], ""6"": [[2, 0], [5, 0]], ""546601490"": [[6, 2]], ""594405818"": [[1, 1], [6, 1]], ""614176392"": [[7, 1]], ""1251070548"": [[3, 2], [4, 2]], ""3205495869"": [[8, 1], [9, 1]], ""3205496001"": [[0, 1]], ""3514530458"": [[2, 2], [5, 2]], ""3764335747"": [[2, 1], [5, 1]], ""3764344823"": [[3, 1], [4, 1]], ""3851489179"": [[7, 2]], ""3982372034"": [[1, 2]]}",Woody,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nccnc1CC(C)C,13925-06-9,4P///wAEAAAQAAAAAAYCbIp6AN0BZQBOCAQqJQCBAGIQ,"{""0"": [[0, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [6, 0]], ""6"": [[2, 0], [5, 0]], ""594405818"": [[1, 1], [6, 1]], ""614176388"": [[8, 1]], ""894540417"": [[8, 2]], ""1251070548"": [[3, 2], [4, 2]], ""1546721916"": [[7, 2]], ""2380440517"": [[6, 2]], ""3205495869"": [[9, 1], [10, 1]], ""3205496001"": [[0, 1]], ""3514530458"": [[2, 2], [5, 2]], ""3764335747"": [[2, 1], [5, 1]], ""3764344823"": [[3, 1], [4, 1]], ""3766532900"": [[7, 1]], ""3982372034"": [[1, 2]]}",Sugar,Green,Herbal,Caramel,,,,,,,,,,,,,,,,,,,,,,,
Cc1nccnc1SCc1ccco1,65530-53-2,4P///wAEAAAWAAAAAAICAjQiihIiVuEBTQAKBlIueh0BSiIQKhA=,"{""0"": [[0, 0], [8, 0]], ""2"": [[7, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [6, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""6"": [[2, 0], [5, 0], [13, 0]], ""594405818"": [[1, 1], [9, 1]], ""728943649"": [[6, 1]], ""1230564256"": [[11, 2]], ""1251070542"": [[12, 2]], ""1251070548"": [[3, 2], [4, 2]], ""1309816536"": [[9, 2]], ""1780633651"": [[8, 2]], ""2374681569"": [[6, 2]], ""3205496001"": [[0, 1]], ""3391290328"": [[7, 2]], ""3514530458"": [[2, 2], [13, 2]], ""3532241538"": [[10, 2]], ""3695091288"": [[5, 2]], ""3764335747"": [[2, 1], [5, 1], [13, 1]], ""3764344801"": [[10, 1], [11, 1]], ""3764344823"": [[3, 1], [4, 1], [12, 1]], ""3766523001"": [[8, 1]], ""3768571846"": [[7, 1]], ""3928483989"": [[1, 2]]}",Cooked,Sulphurous,Roasted,Coffee,Nutty,Meaty,,,,,,,,,,,,,,,,,,,,,
Cc1nccs1,3581-87-1,4P///wAEAAANAAAAAAYC+HrhAU0AZi4VAoAiBhA=,"{""0"": [[0, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""325938163"": [[1, 2]], ""594405818"": [[1, 1]], ""1230564256"": [[4, 2]], ""1251070542"": [[3, 2]], ""3205496001"": [[0, 1]], ""3514530458"": [[2, 2]], ""3532241538"": [[5, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1], [5, 1]], ""3764344823"": [[3, 1]]}",Green,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C,3581-91-7,4P///wAEAAAOAAAAAAYC+HqpARr+JpYVATzCKhA=,"{""0"": [[0, 0], [6, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""594405804"": [[5, 1]], ""594405818"": [[1, 1]], ""1251070542"": [[3, 2]], ""3205496001"": [[0, 1], [6, 1]], ""3514530458"": [[2, 2]], ""3532240442"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3977662304"": [[5, 2]], ""3982369663"": [[1, 2]]}",Sea,Smokey,Savory,Green,Fishy,Roasted,Poultry,Ammonia,Nutty,Meaty,Food,,,,,,,,,,,,,,,,
Cc1ncsc1CCO,137-00-8,4P///wAEAAAUAAAAAAQAAvh6cQCaDAz+JpZ8lACywioCDA==,"{""0"": [[0, 0], [6, 0], [7, 0]], ""3"": [[8, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""272448217"": [[6, 2]], ""594405804"": [[5, 1]], ""594405818"": [[1, 1]], ""1251070542"": [[3, 2]], ""2370290099"": [[5, 2]], ""2602707294"": [[7, 2]], ""3205496001"": [[0, 1]], ""3205496825"": [[8, 1]], ""3514530458"": [[2, 2]], ""3532240442"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3766532900"": [[6, 1]], ""3766532901"": [[7, 1]], ""3982369663"": [[1, 2]]}",Cooked,Sulphurous,Yeasty,Brothy,Juicy,Bready,Beefy,Nutty,Oily,Meaty,,,,,,,,,,,,,,,,,
Cc1ncsc1CCOC=O,90731-56-9,4P///wAEAAAYAAAAAAICAmKUerzgNAwM/iaWepYCJoh8RCoADg==,"{""0"": [[0, 0], [6, 0], [7, 0], [9, 0]], ""2"": [[8, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""272448216"": [[6, 2]], ""378238353"": [[9, 2]], ""594405804"": [[5, 1]], ""594405818"": [[1, 1]], ""1090801598"": [[8, 2]], ""1251070542"": [[3, 2]], ""2370290099"": [[5, 2]], ""3205496001"": [[0, 1]], ""3205496824"": [[10, 1]], ""3514530458"": [[2, 2]], ""3532240442"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3766522936"": [[9, 1]], ""3766532900"": [[6, 1]], ""3766532902"": [[7, 1]], ""3768571706"": [[8, 1]], ""3982369663"": [[1, 2]], ""4196918560"": [[7, 2]]}",Nutty,Brown,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc2ccccc2c1C,3782-00-1,4P///wAEAAASAAAAAAYC+HYCoQAQMjwatn5q6QBqAsI8,"{""0"": [[0, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""6"": [[2, 0]], ""594405804"": [[9, 1]], ""594405818"": [[1, 1]], ""1230563926"": [[5, 2], [6, 2]], ""1492264298"": [[2, 2]], ""1541844807"": [[3, 1]], ""1541844861"": [[8, 1]], ""1688118924"": [[9, 2]], ""2460456307"": [[7, 2]], ""2460461453"": [[4, 2]], ""2649185471"": [[8, 2]], ""2851037718"": [[3, 2]], ""3205496001"": [[0, 1], [10, 1]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1], [5, 1], [6, 1], [7, 1]], ""3982369663"": [[1, 2]]}",Chemical,Resin,Smokey,Bacon,Pungent,Licorice,Phenolic,Meaty,Leather,Tobacco,,,,,,,,,,,,,,,,,
Cc1occ2c1SCC2,26693-24-3,4P///wAEAAAVAAAAAAICAjguGHR6iQEOGnaNAHqWAnTIOCYQ,"{""0"": [[0, 0], [7, 0], [8, 0]], ""2"": [[6, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""272448216"": [[8, 2]], ""594405804"": [[4, 1]], ""594405818"": [[1, 1]], ""728943675"": [[5, 1]], ""2162595912"": [[4, 2]], ""3205496001"": [[0, 1]], ""3299490787"": [[5, 2]], ""3391235937"": [[6, 2]], ""3514530458"": [[2, 2]], ""3532616182"": [[3, 2]], ""3764335747"": [[2, 1]], ""3764344823"": [[3, 1]], ""3766532900"": [[8, 1]], ""3766532902"": [[7, 1]], ""3768571846"": [[6, 1]], ""3928486947"": [[1, 2]], ""4196919716"": [[7, 2]]}",Sulphurous,Roasted,Smokey,,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc(=O)c1O,118-71-8,4P///wAEAAAUAAAAAAIAAAJEslwceO0A4ESWJvK4DKgqEA==,"{""0"": [[0, 0]], ""2"": [[6, 0]], ""3"": [[8, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [7, 0]], ""6"": [[2, 0]], ""594405818"": [[1, 1]], ""594640126"": [[5, 1]], ""728945448"": [[7, 1]], ""1251070542"": [[3, 2]], ""3205496001"": [[0, 1]], ""3205496709"": [[8, 1]], ""3205496716"": [[6, 1]], ""3243288754"": [[7, 2]], ""3514530458"": [[2, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3853559339"": [[5, 2]], ""3928374958"": [[1, 2]], ""3966190633"": [[4, 2]]}",Sweet,Burnt,Caramel,Jammy,Bready,Baked,Sugar,Fruity,Cotton candy,,,,,,,,,,,,,,,,,,
Cc1occc(=O)c1OC(=O)C(C)C,65416-14-0,4P///wAEAAAaAAAAAAICAjgKIgKKenjtAIyYRiIqGQB0XigyFDQqAA4=,"{""0"": [[0, 0], [9, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[6, 0], [8, 0], [10, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [7, 0]], ""6"": [[2, 0]], ""324036385"": [[9, 2]], ""594405818"": [[1, 1]], ""594640126"": [[5, 1]], ""614173298"": [[9, 1]], ""614176388"": [[11, 1]], ""728943675"": [[7, 1]], ""1251070542"": [[3, 2]], ""2010228667"": [[8, 2]], ""2355340801"": [[11, 2]], ""3205495869"": [[12, 1], [13, 1]], ""3205496001"": [[0, 1]], ""3205496716"": [[6, 1]], ""3205496824"": [[10, 1]], ""3298931617"": [[7, 2]], ""3514530458"": [[2, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3768571846"": [[8, 1]], ""3853709148"": [[5, 2]], ""3928486947"": [[1, 2]], ""3966190633"": [[4, 2]]}",Sweet,Burnt,Caramel,Jammy,Sugar,Berry,Dried Fruit,Fruity,Strawberry,Tropical,Cotton candy,,,,,,,,,,,,,,,,
Cc1occc1S,28588-74-1,4P///wAEAAAQAAAAAAQAAvh64QFNAJYm1By4mhoqEA==,"{""0"": [[0, 0]], ""3"": [[6, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""594405818"": [[1, 1]], ""728945448"": [[5, 1]], ""1251070542"": [[3, 2]], ""2183316435"": [[5, 2]], ""3205496001"": [[0, 1]], ""3205496709"": [[6, 1]], ""3514530458"": [[2, 2]], ""3664333593"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3928374958"": [[1, 2]]}",Sulphurous,Fishy,Buttery,Roasted,Coffee,Metallic,Chicken,Meaty,,,,,,,,,,,,,,,,,,,
Cc1occc1SC(C(=O)CC(C)C)C(C)C,61295-51-0,4P///wAEAAAcAAAAAAICAjguAogAelEAxjq2MmoKAho8HpYAArUANCoADg==,"{""0"": [[0, 0], [7, 0], [8, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[6, 0], [9, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""594405818"": [[1, 1]], ""614176388"": [[11, 1], [14, 1]], ""614176394"": [[7, 1]], ""614176457"": [[8, 1]], ""728943675"": [[5, 1]], ""894540565"": [[11, 2]], ""1251070542"": [[3, 2]], ""1334060596"": [[10, 2]], ""1512080012"": [[8, 2]], ""2010334905"": [[6, 2]], ""2211948674"": [[5, 2]], ""2393669974"": [[14, 2]], ""3205495869"": [[12, 1], [13, 1], [15, 1], [16, 1]], ""3205496001"": [[0, 1]], ""3205496824"": [[9, 1]], ""3514530458"": [[2, 2]], ""3571576280"": [[7, 2]], ""3663726358"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3766532888"": [[10, 1]], ""3768571846"": [[6, 1]], ""3928486947"": [[1, 2]]}",Onion,Meaty,Roasted,Sweet,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1SC(C)CC=O,915971-43-6,4P///wAEAAAZAAAAAAICAjguAogADmptALhNAHYePLgCcCq8NCoADg==,"{""0"": [[0, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[6, 0], [11, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""193988747"": [[9, 2]], ""471506269"": [[10, 2]], ""594405818"": [[1, 1]], ""614176394"": [[7, 1]], ""728943675"": [[5, 1]], ""1251070542"": [[3, 2]], ""2010334905"": [[6, 2]], ""2121767761"": [[7, 2]], ""2211948674"": [[5, 2]], ""3205495869"": [[8, 1]], ""3205496001"": [[0, 1]], ""3205496824"": [[11, 1]], ""3514530458"": [[2, 2]], ""3663726358"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3766532888"": [[9, 1]], ""3766532967"": [[10, 1]], ""3768571846"": [[6, 1]], ""3928486947"": [[1, 2]]}",Meaty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
