standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37
CCCCC=CCCCC(=O)OC(CCCC)CCCCC(=O)O,Dairy,Fruity,Nature,Green,Chemical,Sweet,Hydrocar,Fragrant,Floral,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCC1CCCC(=O)O1,Caramel,Dairy,Nature,Sweet,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCC(=O)OCCC(C)C,Fragrant,Floral,Waxy,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCCCCCCC=O,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCCCCCCCCC=O,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCCCO,Fragrant,Floral,Waxy,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCCO,Food,Earthy,Pungent,Vegetation,Fruity,Aromatic,Spices,Fresh,Mol,Green,Woody,Musty,Resinous,Chemical,Sharp,Hydrocar,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,
CCCCC=CCCOC(=O)CC,Caramel,Fruity,Nature,Green,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCO,Non-food items,Pungent,Fruity,Fuel,Nose Feel,Hydrocarbo,Foul,Green,Solvent,Chemical,Sharp,Hydrocar,Fragrant,Gas Station,Sickening,,,,,,,,,,,,,,,,,,,,,
CCCCC=CCOC(C)=O,Fruity,Nature,Non-citrus fruity,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC=O,Popcorn,Pungent,Fruity,Nature,Nose Feel,Foul,Woody,Nutty,Resinous,Grassy,Other,Sharp,Sweet,Fragrant,Dry fruit,Bakery,Beverage,Sickening,,,,,,,,,,,,,,,,,,
CCCCCC,Chemical,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OC,Food,Vegetation,Fruity,Nature,Vegetables,Green,Waxy,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OCC,Non-food items,Green,Waxy,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC#CC(=O)OCCC(C)C,Vegetation,Fruity,Green,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)C(OC)OC,Fruity,Nature,Vegetables,Lemon,Green,Lem,Citrus,Sweet,Terpenes,Fragrant,Floral,Pine,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)C(OCC)OCC,Fruity,Nature,Green,Chemical,Sweet,Hydrocar,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)CO,Food,Alcohol,Pungent,Fruity,Nature,Spices,Medicinal,Waxy,Chemical,Sweet,Hydrocar,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,Non-food items,Fruity,Nature,Woody,Grassy,Sweet,Fragrant,Dry woods,Herbaceous,Tobacco smoke,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=Cc1ccccc1)COC=O,Non-food items,Vegetation,Fruity,Aromatic,Green,Woody,Resinous,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)(O)C(C)=O,Septic,Earthy,Marshy,Non-food items,Pungent,Fuel,Hydrocarbo,Mol,Sulp,Woody,Solvent,Musty,Resinous,Chemical,Sharp,Hydrocar,Gas Station,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)=O,Earthy,Pungent,Vegetation,Spices,Aromatic,Vegetables,Mol,Woody,Musty,Resinous,Chemical,Sharp,Hydrocar,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(C)C(C)=O,Burnt,Caramel,Fruity,Nature,Woody,Grassy,Sweet,Fragrant,Herbaceous,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)C(S)CCCC,Vegetation,Fruity,Aromatic,Woody,Resinous,Citrus,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)CC,Oriental,Mol,Musty,Chemical,Fragrant,Bakery,Caramel,Earthy,Food,Fruity,Hydrocar,Pungent,Dairy,Vegetation,Aromatic,Fresh,Foul,Resinous,Spices,Herbaceous,Green,Non-citrus fruity,Woody,Sharp,Sweet,,,,,,,,,,,
CCCCCC(=O)CCCC(=O)O,Dairy,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)CCSC,Food,Dairy,Fruity,Vegetables,Lemon,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)O,Rancid,Pungent,Dairy,Lemon,Putrid,Sharp,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OC(C)C,Fruity,Nature,Fresh,Non-citrus fruity,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OC1CCCCC1,Fruity,Nature,Non-citrus fruity,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC,Fruity,Nature,Fresh,Green,Non-citrus fruity,Waxy,Chemical,Estery,Other,Hydrocar,Fragrant,Sweet,Beverage,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)C,Caramel,Fruity,Nature,Chocolate,Green,Non-citrus fruity,Estery,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)CC,Chemical,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)O,Fruity,Nature,Green,Chemical,Sweet,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=C(C)C,Dairy,Fruity,Nature,Green,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=C(C)CCC=C(C)C,Vegetation,Fruity,Aromatic,Nature,Woody,Waxy,Resinous,Sweet,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=Cc1ccccc1,Food,Fruity,Nature,Green,Sweet,Spices,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC,Dairy,Fruity,Nature,Green,Non-citrus fruity,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(C)C,Pungent,Dairy,Fruity,Nature,Nose Feel,Lemon,Foul,Green,Non-citrus fruity,Sharp,Sweet,Fragrant,Sickening,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(C)CCC=C(C)C,Fruity,Nature,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(S)CCC,Septic,Fruity,Nature,Sulp,Hydrocar,Cabbage,Chemical,Sweet,Marshy,Fragrant,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCCC,Fruity,Nature,Green,Non-citrus fruity,Waxy,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCCc1ccccc1,Fruity,Nature,Green,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCc1ccccc1,Rancid,Caramel,Pungent,Fruity,Nature,Putrid,Woody,Green,Non-citrus fruity,Waxy,Resinous,Grassy,Sharp,Sweet,Fragrant,Floral,Microbiological,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCc1scnc1C,Bakery,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCSC,Fruity,Nature,Non-citrus fruity,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCc1ccccc1,Fruity,Nature,Green,Sweet,Fragrant,Dry fruit,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCc1ccco1,Earthy,Pungent,Fruity,Mol,Green,Woody,Waxy,Musty,Resinous,Sharp,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)SC,Fishy,Rancid,Pungent,Dairy,Fruity,Nature,Putrid,Green,Cabbage,Chemical,Sharp,Sweet,Hydrocar,Fragrant,Floral,Sulphur,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)c1ccco1,Fruity,Nature,Green,Chemical,Sweet,Hydrocar,Fragrant,Dry fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=S)OCC,Septic,Marshy,Fruity,Nature,Sulp,Green,Cabbage,Chemical,Sweet,Hydrocar,Fragrant,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)(O)CC(C)C,Fragrant,Sweet,Fruity,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)=O,Food,Dairy,Fruity,Aromatic,Nature,Spices,Vegetation,Woody,Green,Non-citrus fruity,Resinous,Chemical,Grassy,Sweet,Hydrocar,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,
CCCCCC(C)C(=O)O,Rancid,Caramel,Pungent,Dairy,Fruity,Putrid,Green,Waxy,Sharp,Fragrant,Bakery,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)C(=O)[O-],Rancid,Pungent,Dairy,Fruity,Putrid,Green,Waxy,Sharp,Fragrant,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)CCC(=O)O,Non-vegetarian,Restaurant,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)O,Vegetables,Mol,Musty,Fragrant,Lem,Earthy,Fruity,Lemon,Terpenes,Non-food items,Dairy,Pungent,Aromatic,Vegetation,Fresh,Resinous,Citrus,Herbaceous,Nature,Green,Woody,Sharp,Sweet,Floral,Pine,,,,,,,,,,,
CCCCCC(C)OC(=O)CCC,Food,Dairy,Fruity,Nature,Green,Nutty,Sweet,Fragrant,Dry fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)OC(C)=O,Fruity,Nature,Green,Sweet,Spices,Fragrant,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)S,Septic,Vegetables,Putrid,Chemical,Microbiological,Sickening,Food,Sulp,Alliaceous,Hydrocar,Rancid,Pungent,Nose Feel,Foul,Sulphur,Nature,Cabbage,Sharp,Marshy,,,,,,,,,,,,,,,,,
CCCCCC(C=Cc1ccccc1)OC(C)=O,Caramel,Food,Non-food items,Fruity,Nature,Chocolate,Balsamic,Sweet,Spices,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccc(C)cc1,Fruity,Nature,Green,Fragrant,Floral,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccccc1,Soft floral,Non-food items,Vegetation,Fruity,Aromatic,Nature,Green,Woody,Resinous,Sweet,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC(=O)OC)OC(C)=O,Fruity,Nature,Green,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(=O)CCC,Earthy,Pungent,Vegetation,Fruity,Aromatic,Nature,Lemon,Mol,Green,Woody,Musty,Resinous,Sharp,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(C)=O,Vegetation,Fruity,Aromatic,Nature,Woody,Green,Resinous,Grassy,Citrus,Sweet,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC=O,Food,Fruity,Nature,Lemon,Green,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CO)C(C)=O,Earthy,Pungent,Vegetation,Aromatic,Mol,Woody,Musty,Resinous,Microbial,Sharp,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(C)=O,Nutty,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(S)CCCC,Plants,Non-food items,Vegetation,Fruity,Aromatic,Woody,Resinous,Citrus,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CC,Mol,Nutty,Musty,Fragrant,Food,Earthy,Fruity,Lemon,Non-food items,Dairy,Pungent,Aromatic,Vegetation,Foul,Resinous,Spices,Herbaceous,Woody,Waxy,Grassy,Sharp,Sweet,,,,,,,,,,,,,,
CCCCCC(O)CC(=O)OCC,Fruity,Nature,Sweet,Fragrant,Floral,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC,Fragrant,Sweet,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC(O)CO,Caramel,Non-food items,Dairy,Fruity,Fresh,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,Fragrant,Sweet,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(OC)OC,Dry,Earthy,Pungent,Vegetation,Fruity,Cooked,Mol,Green,Woody,Musty,Resinous,Other,Sharp,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,
CCCCCC(OCC)OCC,Vegetation,Fruity,Nature,Foul,Sweet,Fragrant,Floral,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(S)CC=O,Fruity,Nature,Lemon,Green,Citrus,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1(C)CCC(C)(C)C1=O,Vegetation,Fruity,Aromatic,Nature,Woody,Resinous,Chemical,Sweet,Hydrocar,Fragrant,Dry fruit,Floral,Herbaceous,Microbiological,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1=C(C)CCC1=O,Plants,Soft floral,Food,Vegetation,Fruity,Aromatic,Nature,Fresh,Woody,Green,Resinous,Grassy,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,
CCCCCC1=CCC(=O)O1,Dairy,Fruity,Nature,Sweet,Fragrant,Dry woods,Herbaceous,Tobacco smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1=CCCC1=O,Nature,Woody,Resinous,Grassy,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1C,Food,Fruity,Nature,Sweet,Spices,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1CC(=O)OC,Non-food items,Fruity,Nature,Green,Chemical,Other,Sweet,Hydrocar,Fragrant,Floral,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1CC(C)=O,Fragrant,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C=CC(=O)O1,Fruity,Nature,Cooked,Fried,Woody,Grassy,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,Nature,Clean,Minty,Sweet,Spices,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CC=CC(=O)O1,Chemical,Fragrant,Bakery,Microbiological,Caramel,Food,Fruity,Other,Hydrocar,Non-vegetarian,Dairy,Vegetation,Aromatic,Resinous,Herbaceous,Nature,Woody,Waxy,Sweet,,,,,,,,,,,,,,,,,
CCCCCC1CCC(=O)O1,Mol,Minty,Musty,Fragrant,Bakery,Caramel,Earthy,Fruity,Other,Non-food items,Dairy,Vegetation,Aromatic,Resinous,Spices,Herbaceous,Woody,Waxy,Sweet,,,,,,,,,,,,,,,,,
CCCCCC1CCCC(=O)O1,Caramel,Non-food items,Dairy,Fruity,Nature,Fresh,Nutty,Chemical,Sweet,Hydrocar,Fragrant,Dry fruit,Bakery,Beverage,Microbiological,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCCC1=O,Non-food items,Vegetation,Fruity,Aromatic,Nature,Green,Woody,Resinous,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCCC1O,Fruity,Nature,Sweet,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCOC(C)O1,Earthy,Pungent,Fruity,Mol,Green,Woody,Musty,Resinous,Chemical,Sharp,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCOC(CCCCC)O1,Fragrant,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1COC(=O)CO1,Fruity,Nature,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1COCCC1OC(C)=O,Earthy,Non-food items,Vegetation,Fruity,Aromatic,Nature,Green,Woody,Resinous,Chemical,Hydrocar,Fragrant,Floral,Herbaceous,Microbiological,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(=O)C(C)=C1C,Herbaceous,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(=O)CC1C,Fruity,Nature,Nose Feel,Metallic,Waxy,Chemical,Hydrocar,Fragrant,Floral,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(C)C(C)O1,Fragrant,Sweet,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC1C=CC=O,Fruity,Nose Feel,Lemon,Green,Metallic,Chemical,Other,Hydrocar,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC1C=O,Fruity,Nature,Lemon,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OCC(C)O1,Food,Non-food items,Fruity,Fuel,Nature,Spices,Clean,Green,Non-citrus fruity,Waxy,Chemical,Sweet,Hydrocar,Fragrant,Gas Station,Plants,,,,,,,,,,,,,,,,,,,,
CCCCCC=C(C)C=O,Fruity,Nature,Green,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=C(C=O)CCCC,Woody,Lem,Grassy,Terpenes,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=C1CCCC1=O,Food,Vegetation,Fruity,Aromatic,Nature,Green,Woody,Resinous,Other,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC(=O)O,Caramel,Earthy,Food,Dairy,Pungent,Lemon,Mol,Waste,Woody,Waxy,Musty,Resinous,Chemical,Sharp,Hydrocar,Bakery,Sickening,,,,,,,,,,,,,,,,,,,
CCCCCC=CC(=O)OC,Non-food items,Fruity,Nature,Cooked,Fresh,Green,Waxy,Industrial odours,Sweet,Fragrant,People & animals,Floral,Plants,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC(=O)OCC,Mol,Musty,Fragrant,Sickening,Earthy,Fruity,Non-food items,Pungent,Nose Feel,Foul,Resinous,Nature,Green,Non-citrus fruity,Woody,Waxy,Industrial odours,Sharp,Sweet,,,,,,,,,,,,,,,,,
CCCCCC=CC(C)=O,Food,Earthy,Non-food items,Vegetation,Fruity,Nature,Spices,Chemical,Sweet,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)NCC(C)C,Food,Vegetation,Aromatic,Woody,Resinous,Spices,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OC,Fruity,Nature,Vegetables,Lemon,Lem,Waxy,Citrus,Sweet,Fragrant,Terpenes,Pine,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OCC,Food,Fruity,Nature,Green,Waxy,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OCCC,Food,Fruity,Nature,Fresh,Green,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(C)=O,Fruity,Nature,Vegetables,Fried,Green,Non-vegetarian,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC=O,Vegetables,Restaurant,Nutty,Fragrant,Food,Fruity,Lemon,Other,Non-vegetarian,Non-food items,Vegetation,Fried,Fresh,Citrus,Spices,Nature,Green,Waxy,Sweet,Floral,,,,,,,,,,,,,,,,
CCCCCC=CC=CCO,Food,Dairy,Fruity,Nature,Lemon,Restaurant,Non-vegetarian,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=O,Food,Vegetation,Fruity,Aromatic,Nature,Vegetables,Fresh,Green,Non-citrus fruity,Nutty,Waxy,Woody,Resinous,Sweet,Spices,Fragrant,Dry fruit,Herbaceous,,,,,,,,,,,,,,,,,,
CCCCCC=CCC(=O)OC,Fruity,Nature,Water,Green,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC1CCC(=O)O1,Caramel,Dairy,Fruity,Nature,Waxy,Chemical,Sweet,Hydrocar,Fragrant,Bakery,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC1CCCC1=O,Fruity,Nature,Green,Chemical,Sweet,Hydrocar,Fragrant,Dry fruit,Floral,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CC=CC=O,Non-food items,Fruity,Nature,Lemon,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)O,Non-food items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)OC,Resinous,Grassy,Non-food items,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)OCC,Non-food items,Fruity,Nature,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)O,Food,Non-food items,Fruity,Salty,Green,Non-vegetarian,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)OC,Fishy,Rancid,Food,Fruity,Ammonia,Nature,Green,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)OCC,Non-food items,Fruity,Nature,Green,Non-citrus fruity,Waxy,Sweet,Fragrant,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(OCC)OCC,Fruity,Lemon,Bitter,Citrus,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC=CC=O,Food,Fruity,Spices,Lemon,Green,Waxy,Chemical,Citrus,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC=O,Putrid,Water,Mol,Musty,Chemical,Fragrant,Fishy,Earthy,Fruity,Lemon,Hydrocar,Rancid,Pungent,Fresh,Resinous,Citrus,Spices,Nature,Green,Woody,Waxy,Sharp,Floral,,,,,,,,,,,,,
CCCCCC=CCCCCCCC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCCO,Fruity,Nature,Waxy,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCCOC(C)=O,Food,Non-food items,Vegetation,Fruity,Aromatic,Nature,Lemon,Woody,Waxy,Resinous,Citrus,Estery,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCO,Vegetables,Fruity,Green,Waxy,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCOC(C)=O,Vegetation,Fruity,Aromatic,Nature,Green,Woody,Resinous,Other,Sweet,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCO,Fuel,Hydrocarbo,Mol,Musty,Chemical,Fragrant,Food,Earthy,Fruity,Lemon,Solvent,Hydrocar,Non-vegetarian,Non-food items,Pungent,Resinous,Gas Station,Nature,Green,Woody,Sharp,Sweet,,,,,,,,,,,,,,
CCCCCC=CCOC(=O)CCC,Caramel,Dairy,Fruity,Nature,Waxy,Sweet,Fragrant,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCOC(C)=O,Earthy,Non-food items,Pungent,Fruity,Mol,Green,Woody,Waxy,Musty,Resinous,Chemical,Sharp,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=O,Putrid,Chemical,Fragrant,Lem,Microbiological,Food,Fruity,Unripe,Ripe,Other,Hydrocar,Non-vegetarian,Terpenes,Rancid,Pungent,Vegetation,Clean,Resinous,Nature,Woody,Green,Grassy,Sharp,Sweet,Pine,,,,,,,,,,,
CCCCCCC,Fragrant,Chemical,Sweet,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(=O)OC,Fruity,Nature,Vegetables,Green,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(=O)OCC,Vegetation,Fruity,Nature,Vegetables,Green,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(OC)OC,Vegetation,Fruity,Fresh,Green,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CC,Food,Dairy,Fruity,Aromatic,Nature,Vegetation,Fresh,Green,Woody,Resinous,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CCCCCC,Fragrant,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CCOC(C)=O,Fruity,Nature,Waxy,Sweet,Fragrant,Floral,Plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)O,Fishy,Rancid,Pungent,Dairy,Fruity,Nature,Nose Feel,Lemon,Putrid,Foul,Nauseating,Non-citrus fruity,Waxy,Sharp,Sweet,Fragrant,Microbiological,Sickening,,,,,,,,,,,,,,,,,,
