standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37
CSCCCOC(=O)CS,Septic,Food,Dairy,Salty,Vegetables,Sulp,Nutty,Alliaceous,Marshy,Non-vegetarian,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,
CSCCCOC(C)=O,Septic,Vegetables,Chemical,Fragrant,Sickening,Earthy,Fruity,Sulp,Hydrocar,Dairy,Vegetation,Aromatic,Resinous,Sulphur,Herbaceous,Nature,Green,Woody,Cabbage,Sweet,Marshy,,,,,,,,,,,,,,,
CSCCO,Septic,Food,Nature,Sulp,Hydrocar,Cabbage,Chemical,Marshy,Non-vegetarian,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,
CSCCOC(C)=O,Fishy,Rancid,Food,Pungent,Fruity,Putrid,Non-vegetarian,Sharp,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCCSC,Septic,Dairy,Nature,Sulp,Hydrocar,Cabbage,Chemical,Marshy,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCS,Septic,Pungent,Nature,Nose Feel,Foul,Sulp,Hydrocar,Cabbage,Chemical,Sharp,Marshy,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,
CSCSC,Septic,Vegetables,Mol,Musty,Chemical,Fragrant,Sickening,Food,Earthy,Fruity,Sulp,Alliaceous,Hydrocar,Pungent,Dairy,Nose Feel,Foul,Resinous,Spices,Sulphur,Nature,Green,Woody,Metallic,Cabbage,Sharp,Marshy,,,,,,,,,
CSCSCSC,Septic,Food,Marshy,Vegetables,Nature,Cooked,Sulp,Cabbage,Chemical,Alliaceous,Hydrocar,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,
CSCSSC,Burnt,Septic,Vegetables,Nature,Sulp,Hydrocar,Cabbage,Chemical,Alliaceous,Marshy,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,
CSCc1ccccc1,Burnt,Restaurant,Non-vegetarian,Bakery,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCc1ccco1,Septic,Food,Marshy,Pungent,Vegetables,Nature,Nose Feel,Restaurant,Foul,Sulp,Cabbage,Chemical,Alliaceous,Sharp,Hydrocar,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,
CSCc1ccsc1,Septic,Earthy,Marshy,Dairy,Salty,Nature,Cooked,Vegetables,Sulp,Cabbage,Chemical,Alliaceous,Hydrocar,Sulphur,Bakery,Plants,Sickening,,,,,,,,,,,,,,,,,,,
CSS(C)(=O)=O,Septic,Pungent,Nature,Nose Feel,Foul,Sulp,Hydrocar,Cabbage,Chemical,Sharp,Marshy,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,
CSSC,Septic,Vegetables,Putrid,Chemical,Fragrant,Sickening,Food,Fruity,Sulp,Nauseating,Alliaceous,Hydrocar,Dead Animal,Rancid,Pungent,Foul,Sulphur,Rotten,Nature,Green,Cabbage,Sharp,Marshy,,,,,,,,,,,,,
CSSC(C)(C)C=O,Smokey,Caramel,Food,Aromatic,Chocolate,Woody,Minty,Non-citrus fruity,Resinous,Sweet,Fragrant,Dry woods,Bakery,People & animals,Herbaceous,Tobacco smoke,Sickening,,,,,,,,,,,,,,,,,,,
CSSCCC(C)C,Septic,Nature,Sulp,Hydrocar,Cabbage,Chemical,Marshy,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,
CSSCc1ccccc1,Septic,Food,Marshy,Fruity,Nature,Nose Feel,Sulp,Green,Metallic,Cabbage,Chemical,Hydrocar,Fragrant,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,
CSSCc1ccco1,Smokey,Septic,Vegetables,Ammonia,Restaurant,Nutty,Chemical,Fragrant,Bakery,Sickening,Fishy,Caramel,Food,Fruity,Sulp,Alliaceous,Hydrocar,Non-vegetarian,People & animals,Rancid,Resinous,Poultry,Sulphur,Nature,Woody,Cabbage,Sweet,Marshy,,,,,,,,
CSSSC,Septic,Vegetables,Ammonia,Chemical,Fragrant,Sickening,Fishy,Food,Fruity,Cooked,Sulp,Alliaceous,Hydrocar,Non-vegetarian,Rancid,Fresh,Poultry,Sulphur,Salty,Nature,Green,Cabbage,Marshy,,,,,,,,,,,,,
CSSSSC,Septic,Food,Vegetables,Nature,Sulp,Hydrocar,Cabbage,Chemical,Alliaceous,Marshy,Non-vegetarian,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,
CSSc1cc(C)oc1C,Food,Bakery,Non-vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSSc1ccccc1,Pungent,Vegetables,Nose Feel,Foul,Sharp,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSSc1ccoc1C,Septic,Vegetables,Restaurant,Hydrocarbo,Nutty,Chemical,Bakery,Sickening,Caramel,Food,Sulp,Solvent,Alliaceous,Hydrocar,Non-vegetarian,Spices,Sulphur,Nature,Chocolate,Cabbage,Sweet,Marshy,,,,,,,,,,,,,,
CSc1ccc(C)o1,Septic,Food,Marshy,Pungent,Spices,Nature,Nose Feel,Restaurant,Vegetables,Foul,Sulp,Cabbage,Chemical,Alliaceous,Sharp,Hydrocar,Sulphur,Sickening,,,,,,,,,,,,,,,,,,
CSc1ccccc1,Septic,Fuel,Hydrocarbo,Chemical,Sickening,Food,Sulp,Solvent,Hydrocar,Pungent,Nose Feel,Foul,Resinous,Spices,Gas Station,Sulphur,Nature,Woody,Cabbage,Grassy,Sharp,Marshy,,,,,,,,,,,,,,
CSc1ccccc1O,Septic,Food,Vegetables,Nature,Sulp,Hydrocar,Poultry,Chemical,Alliaceous,Cabbage,Marshy,Non-vegetarian,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,
CSc1ccoc1C,Septic,Restaurant,Nutty,Chemical,Sickening,Food,Sulp,Alliaceous,Hydrocar,Non-vegetarian,Dry,Pungent,Dairy,Nose Feel,Foul,Spices,Sulphur,Nature,Cabbage,Sharp,Sweet,Marshy,,,,,,,,,,,,,,
CSc1cnc(C)cn1,Popcorn,Caramel,Earthy,Food,Pungent,Fruity,Restaurant,Mol,Green,Nutty,Woody,Musty,Resinous,Sharp,Sweet,Fragrant,Dry fruit,Bakery,,,,,,,,,,,,,,,,,,
CSc1cnccn1,Septic,Popcorn,Nature,Sulp,Nutty,Hydrocar,Cabbage,Chemical,Marshy,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1nc2ccccc2s1,Smokey,Woody,Resinous,Grassy,Bakery,People & animals,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1nccnc1C,Popcorn,Food,Nutty,Non-vegetarian,Dry fruit,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1nccnc1C(C)C,Food,Fruity,Green,Non-vegetarian,Fragrant,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(C)CC(=O)[O-],Bland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(C)[O-],Fishy,Rancid,Food,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[S+](C)[O-],Septic,Caramel,Earthy,Marshy,Dairy,Non-food items,Nature,Salty,Vegetables,Sulp,Cabbage,Chemical,Alliaceous,Hydrocar,Non-vegetarian,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,Fragrant,Soft floral,Ambrosial,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],Dry,Ambrosial,Fragrant,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,Dry,Soft floral,Ambrosial,Sweet,Fragrant,Plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c2ccccc12,Fecal,Pungent,Fuel,Nature,Hydrocarbo,Foul,Waste,Sewery,Solvent,Other,Sharp,Fragrant,Gas Station,People & animals,Floral,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C)cc1C,Fishy,Rancid,Pungent,Putrid,Sharp,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(O)c(C)c1,Restaurant,Medicinal,Woody,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(O)cc1C,Hydrocarbo,Medicinal,Woody,Phenolic,Solvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(C)c1,Fishy,Rancid,Food,Earthy,Non-food items,Pungent,Ammonia,Mol,Woody,Musty,Resinous,Sharp,Dry woods,People & animals,Herbaceous,Tobacco smoke,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)oc(=O)c1,Caramel,Fruity,Balsamic,Green,Sweet,Spices,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(S)c(C)o1,Septic,Food,Nature,Sulp,Hydrocar,Cabbage,Chemical,Marshy,Non-vegetarian,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(SC(=O)CC(C)C)c(C)o1,Chocolate,Bakery,Food,Dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(SC(=O)c2ccco2)c(C)o1,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(SC(=O)c2ccoc2)c(C)o1,Food,Restaurant,Bakery,Non-vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(SSc2cc(C)oc2C)c(C)o1,Non-vegetarian,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2ccccc2[nH]1,Fuel,Fresh,Hydrocarbo,Solvent,Gas Station,People & animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2ccccc2o1,Burnt,Medicinal,Woody,Phenolic,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccccc2)cc1,Caramel,Food,Vegetation,Aromatic,Chocolate,Lemon,Nature,Woody,Minty,Waxy,Resinous,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C)(C)C)c(O)c1,People & animals,Non-food items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C)(C)O)cc1,Earthy,Pungent,Fruity,Nature,Lemon,Mol,Woody,Minty,Non-citrus fruity,Nutty,Musty,Resinous,Sharp,Sweet,Fragrant,Dry fruit,Floral,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C)C)c(O)c1,Smokey,Vegetables,Restaurant,Hydrocarbo,Mol,Minty,Musty,Chemical,Fragrant,Bakery,Sickening,Food,Earthy,Fruity,Solvent,Hydrocar,People & animals,Pungent,Vegetation,Aromatic,Phenolic,Resinous,Spices,Herbaceous,Beverage,Alcohol,Nature,Medicinal,Woody,Grassy,Sharp,Sweet,,,,
Cc1ccc(C(C)C)cc1,Vegetables,Fuel,Hydrocarbo,Chemical,Fragrant,Lem,Food,Fruity,Lemon,Solvent,Other,Hydrocar,Terpenes,Fresh,Resinous,Citrus,Spices,Gas Station,Plants,Woody,Grassy,Sweet,Pine,,,,,,,,,,,,,
Cc1ccc(C(C)C)cc1O,Smokey,Vegetables,Minty,Chemical,Fragrant,Bakery,Sickening,Food,Lemon,Hydrocar,People & animals,Vegetation,Aromatic,Phenolic,Resinous,Spices,Plants,Herbaceous,Alcohol,Medicinal,Woody,Grassy,,,,,,,,,,,,,,
Cc1ccc(C(C)C=O)cc1,Soft floral,Vegetation,Fruity,Aromatic,Nature,Woody,Green,Resinous,Grassy,Sweet,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C)CC=O)o1,Food,Fruity,Nature,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C)O)cc1,Soft floral,Vegetation,Nature,Nutty,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)c(C)c1,Non-food items,Fuel,Hydrocarbo,Solvent,Chemical,Other,Hydrocar,Gas Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)c(O)c1,Smokey,Fuel,Hydrocarbo,Minty,Chemical,Fragrant,Bakery,Sickening,Solvent,Hydrocar,Non-vegetarian,People & animals,Phenolic,Resinous,Gas Station,Alcohol,Medicinal,Woody,Sweet,,,,,,,,,,,,,,,,,
Cc1ccc(C)o1,Food,Fruity,Restaurant,Hydrocarbo,Solvent,Chemical,Hydrocar,Non-vegetarian,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)s1,Septic,Nature,Sulp,Nutty,Hydrocar,Cabbage,Chemical,Marshy,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2OCC(C)O2)cc1,Popcorn,Fruity,Nature,Bitter,Non-citrus fruity,Nutty,Sweet,Fragrant,Dry fruit,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=CC=O)cc1,Food,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=CC=O)o1,Fragrant,Food,Sweet,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=O)c(C)c1,Popcorn,Food,Soft floral,Fruity,Fuel,Spices,Hydrocarbo,Non-citrus fruity,Nutty,Solvent,Chemical,Sweet,Hydrocar,Fragrant,Dry fruit,Gas Station,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=O)c(O)c1,Popcorn,Fruity,Nature,Medicinal,Bitter,Non-citrus fruity,Phenolic,Nutty,Woody,Sweet,Fragrant,Dry fruit,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=O)cc1,Fruity,Nature,Medicinal,Woody,Non-citrus fruity,Phenolic,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=O)o1,Burnt,Popcorn,Caramel,Food,Restaurant,Nutty,Sickening,Sweet,Spices,Fragrant,Dry fruit,Bakery,Plants,Brown,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C=O)s1,Septic,Popcorn,Nutty,Chemical,Fragrant,Bakery,Sickening,Fruity,Sulp,Bitter,Hydrocar,Resinous,Sulphur,Nature,Woody,Non-citrus fruity,Cabbage,Grassy,Sweet,Marshy,Dry fruit,,,,,,,,,,,,,,,
Cc1ccc(CC(C)(C)O)cc1,Fruity,Nature,Green,Spices,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CC(C)C=O)cc1,Soft oriental,Chemical,Mossy woods,Fragrant,Fruity,Lemon,Hydrocar,Dry,Soft floral,Fresh,Resinous,Citrus,Plants,Nature,Woody,Green,Grassy,Sweet,Floral,,,,,,,,,,,,,,,,,
Cc1ccc(CC=O)cc1,Vegetation,Fruity,Nature,Fresh,Medicinal,Green,Nutty,Phenolic,Woody,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCC=O)cc1,Fragrant,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCO)cc1,Fruity,Nature,Balsamic,Green,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CO)cc1,Vegetation,Fruity,Nature,Balsamic,Green,Other,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CS)o1,Septic,Nature,Restaurant,Sulp,Hydrocar,Cabbage,Chemical,Marshy,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(O)c(C(C)(C)C)c1,Alcohol,Non-food items,Medicinal,Minty,Phenolic,Chemical,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(O)cc1,Smokey,Alcohol,Medicinal,Woody,Minty,Phenolic,Resinous,Chemical,Hydrocar,Bakery,People & animals,Floral,Beverage,Sickening,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(O)cc1C,Burnt,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OC(=O)C(C)C)cc1,Fruity,Nature,Green,Sweet,Fragrant,People & animals,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OC(=O)CC(C)C)cc1,Vegetation,Aromatic,Woody,Resinous,Grassy,Sweet,Fragrant,Dry woods,People & animals,Herbaceous,Tobacco smoke,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OC(=O)Cc2ccccc2)cc1,Caramel,Vegetation,Fragrant,People & animals,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC=O)cc1,Chlorinous,Herbaceous,Vegetation,Fruity,Nature,Water,Woody,Grassy,Fragrant,Floral,Ozonou,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCCO)cc1,Fragrant,People & animals,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Oc2ccccc2)cc1,Fragrant,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)C(C(C)C)CCC2C,Food,Vegetation,Aromatic,Woody,Resinous,Spices,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)C=CCC2(C)C,Minty,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)CC(C)(CO)C2,Fragrant,Floral,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)CCCC2(C)C,Fruity,Fuel,Nature,Hydrocarbo,Woody,Minty,Solvent,Resinous,Grassy,Sweet,Fragrant,Gas Station,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)CCCN2,Soft oriental,People & animals,Non-food items,Mossy woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)OCC(=O)CO2,Chlorinous,Fruity,Water,Clean,Fresh,Medicinal,Green,Woody,Phenolic,Fragrant,Ozonou,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1O)C(C(C)C)CCC2C,Vegetation,Aromatic,Woody,Resinous,Fragrant,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2cc(C)ccc2c1,Woody,Lem,Grassy,Terpenes,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2ccc(=O)oc2c1,Fragrant,Soft floral,Plants,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2ccccc2c1,Nature,Woody,Resinous,Grassy,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2ncccc2c1,Plants,Fecal,Non-food items,Pungent,Waste,Sewery,Sharp,Dry woods,People & animals,Herbaceous,Tobacco smoke,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2oc(=O)ccc2c1,Soft floral,Dairy,Vegetation,Aromatic,Nature,Woody,Minty,Resinous,Sweet,Spices,Fragrant,Floral,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C(C)(C)C)c1O,Alcohol,Non-food items,Medicinal,Woody,Minty,Phenolic,Chemical,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1,Non-food items,Fuel,Hydrocarbo,Solvent,Chemical,Hydrocar,Gas Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1O,Alcohol,Vegetation,Restaurant,Medicinal,Woody,Minty,Phenolic,Chemical,Sweet,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1S,Smokey,Septic,Chemical,Fragrant,Bakery,Tobacco smoke,Sickening,Food,Sulp,Hydrocar,Non-vegetarian,Dry woods,People & animals,Vegetation,Aromatic,Nose Feel,Phenolic,Resinous,Spices,Herbaceous,Sulphur,Nature,Medicinal,Woody,Metallic,Cabbage,Marshy,Floral,,,,,,,,
Cc1cccc(C)c1[S-],Smokey,Septic,Chemical,Bakery,Sickening,Food,Sulp,Hydrocar,Non-vegetarian,People & animals,Nose Feel,Phenolic,Resinous,Sulphur,Nature,Medicinal,Woody,Metallic,Cabbage,Marshy,,,,,,,,,,,,,,,,
Cc1cccc(C)n1,Ammonia,Restaurant,Mol,Nutty,Musty,Fragrant,Bakery,Fishy,Food,Earthy,Fruity,Rancid,Non-food items,Pungent,Vegetation,Aromatic,Resinous,Herbaceous,Baked,Chocolate,Woody,Green,Grassy,Sharp,,,,,,,,,,,,
Cc1cccc(C=O)c1,Popcorn,Fruity,Nature,Medicinal,Bitter,Non-citrus fruity,Phenolic,Nutty,Woody,Sweet,Fragrant,Dry fruit,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(C)(C)CO)c1,Fruity,Nature,Green,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCCCCO)c1,Fragrant,Floral,Waxy,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCO)c1,Nature,Woody,Resinous,Grassy,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(O)c1C,Earthy,Pungent,Medicinal,Mol,Hydrocarbo,Woody,Phenolic,Solvent,Musty,Resinous,Sharp,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(OC(=O)Cc2ccccc2)c1,Fragrant,Floral,Microbiological,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Oc2ccccc2)c1,Fruity,Nature,Sweet,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc2ccccc12,Alcohol,Earthy,Pungent,Fuel,Medicinal,Mol,Hydrocarbo,Minty,Phenolic,Solvent,Musty,Woody,Chemical,Resinous,Sharp,Hydrocar,Gas Station,,,,,,,,,,,,,,,,,,,
Cc1cccc2nccnc12,Burnt,Popcorn,Earthy,Pungent,Vegetables,Restaurant,Mol,Woody,Nutty,Musty,Resinous,Sharp,Dry fruit,Bakery,Sickening,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1,Hydrocarbo,Solvent,Chemical,Sweet,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C,Fragrant,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C=O,Soft floral,Fruity,Nature,Hydrocarbo,Non-citrus fruity,Solvent,Chemical,Sweet,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1CCO,Earthy,Pungent,Fruity,Nature,Mol,Green,Woody,Waxy,Musty,Resinous,Other,Sharp,Fragrant,Floral,Beverage,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1O,Fuel,Hydrocarbo,Mol,Minty,Musty,Chemical,Fragrant,Earthy,Solvent,Hydrocar,Non-food items,Pungent,Vegetation,Aromatic,Phenolic,Resinous,Gas Station,Herbaceous,Alcohol,Medicinal,Woody,Sharp,,,,,,,,,,,,,,
Cc1ccccc1OC(=O)C(C)C,Alcohol,Fruity,Medicinal,Woody,Minty,Phenolic,Chemical,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1OC(=O)c1ccccc1O,Vegetation,Aromatic,Pine,Lem,Minty,Woody,Resinous,Sweet,Fragrant,Terpenes,Herbaceous,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1S,Septic,Vegetables,Fuel,Hydrocarbo,Mol,Musty,Chemical,Sickening,Food,Earthy,Sulp,Solvent,Alliaceous,Hydrocar,Non-vegetarian,Pungent,Resinous,Poultry,Gas Station,Sulphur,Nature,Woody,Cabbage,Sharp,Marshy,,,,,,,,,,,
Cc1ccccn1,Rancid,Pungent,Putrid,Sharp,Microbiological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccco1,Caramel,Chocolate,Chemical,Sweet,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccs1,Septic,Marshy,Fruity,Nature,Vegetables,Sulp,Green,Cabbage,Chemical,Alliaceous,Hydrocar,Fragrant,Bakery,Sulphur,Sickening,,,,,,,,,,,,,,,,,,,,,
Cc1ccnc(C)c1,Smokey,Medicinal,Woody,Phenolic,Resinous,Bakery,People & animals,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccnc2ccccc12,Burnt,Non-food items,Vegetation,Aromatic,Nature,Coal tar,Woody,Resinous,Sweet,Fragrant,Floral,Herbaceous,Sickening,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccoc1CC1OC1(C)C,Earthy,Pungent,Fruity,Lemon,Mol,Green,Woody,Musty,Resinous,Sharp,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C(C)C)cn1,Rancid,Earthy,Pungent,Fruity,Putrid,Restaurant,Mol,Green,Nutty,Woody,Musty,Resinous,Sharp,Fragrant,Bakery,Microbiological,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C)c(C)n1,Soft floral,Caramel,Baked,Earthy,Food,Pungent,Vegetables,Chocolate,Restaurant,Mol,Woody,Nutty,Musty,Resinous,Sharp,Sweet,Dry fruit,Bakery,,,,,,,,,,,,,,,,,,
Cc1cnc(C)c(CCC(C)C)n1,Fragrant,Sweet,Fruity,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C)cn1,Restaurant,Mol,Minty,Nutty,Musty,Chemical,Bakery,Lem,Caramel,Earthy,Food,Hydrocar,Non-vegetarian,Terpenes,Soft floral,Pungent,Phenolic,Resinous,Alcohol,Baked,Chocolate,Medicinal,Woody,Grassy,Sharp,Sweet,Pine,,,,,,,,,
Cc1cnc(C)s1,Food,Earthy,Pungent,Fruity,Mol,Green,Non-vegetarian,Nutty,Woody,Musty,Cabbage,Resinous,Sharp,Spices,Fragrant,Bakery,Sulphur,,,,,,,,,,,,,,,,,,,
Cc1cnc(CC(C)C)s1,Fruity,Nature,Green,Nutty,Sweet,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc2c(n1)CCC2C,Burnt,Earthy,Pungent,Restaurant,Mol,Woody,Nutty,Musty,Resinous,Sharp,Bakery,Sickening,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc2ccccc2n1,Burnt,Fruity,Nature,Restaurant,Nutty,Sweet,Fragrant,Bakery,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cncc(C)n1,Food,Caramel,Chocolate,Restaurant,Fried,Nutty,Sweet,Non-vegetarian,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,
